title,URL,total_time,description,ingredients,instructions,calories,serves
Crispy Orange Beef,https://www.allrecipes.com/recipe/57966/crispy-orange-beef/,100,"This orange beef recipe features top sirloin stir-fried until crispy, then cooked in a sweet and savory citrus sauce flavored with ginger and garlic.","['1.5 pounds beef top sirloin (thinly sliced)', '2 cups water', '1 cup long grain rice', '0.35 cup white sugar', '0.35 cup rice wine vinegar', '2 tablespoons frozen orange juice concentrate', '1 tablespoon soy sauce', '1 teaspoon salt', '2 cups oil for frying', '0.25 cup cornstarch', '3 tablespoons grated fresh ginger', '1.5 tablespoons minced garlic', '2 teaspoons orange zest', '8 broccoli florets (lightly steamed or blanched)']","['Lay beef in a single layer on a baking sheet lined with paper towels. Allow to dry in the refrigerator for 30 minutes.', 'Meanwhile, bring water and rice to a boil in a medium saucepan. Reduce heat to medium-low, cover, and simmer until rice is tender, about 20 minutes.', 'Mix together sugar, rice vinegar, orange juice concentrate, soy sauce, and salt in a small bowl. Set aside.', 'Heat oil in a wok over medium-high heat. Toss dried beef in cornstarch to coat. Fry coated beef in hot oil in small batches until crispy and golden brown; set aside. Drain oil from the wok, leaving about 1 tablespoon.', 'Add ginger, garlic, and orange zest to remaining oil in wok. Cook and stir briefly until fragrant. Pour in soy sauce mixture; bring to a boil and cook until thick and syrupy, about 5 minutes. Stir in fried beef and cook until heated through. Serve hot over steamed rice and garnish with broccoli.']",507 kcal,6 servings
Szechuan Beef,https://www.allrecipes.com/recipe/20095/szechuan-beef/,40,"This Szechuan beef features sliced sirloin marinated in garlicky, spicy soy sauce, then stir-fried with broccoli, onion, water chestnuts, and peanuts.","['1 tablespoon soy sauce', '2 teaspoons cornstarch', '1 clove garlic, minced', '0.25 teaspoon crushed red pepper', '1 pound sirloin steak, cut into bite size strips', '2 tablespoons vegetable oil', '3 cups fresh broccoli florets', '2 small onions, cut into wedges', '8 ounce can water chestnuts (drained)', '0.25 cup chicken broth', '0.5 cup peanuts']","['Stir together soy sauce, cornstarch, garlic, and crushed red pepper in a non-metal bowl. Add steak and toss to coat. Cover the bowl and refrigerate for 20 minutes.', 'Heat oil in a wok or large skillet over high heat. Stir-fry beef in hot oil until no longer pink, about 5 minutes. Add broccoli, onions, and water chestnuts; cook and stir for 2 minutes. Pour in broth and bring to a boil. Stir in peanuts; cook for 1 minute and serve hot.']",306 kcal,6 servings
"Super-Simple, Super-Spicy Mongolian Beef",https://www.allrecipes.com/recipe/148831/super-simple-super-spicy-mongolian-beef/,85,"This spicy Mongolian beef is marinated with soy, hoisin, sesame, sugar, garlic, and chili, then quickly stir-fried with green onions for a tasty dish.","['0.25 cup soy sauce', '1 tablespoon hoisin sauce', '1 tablespoon sesame oil', '2 teaspoons white sugar', '1 tablespoon minced garlic', '1 tablespoon red pepper flakes', '1 pound beef flank steak (thinly sliced)', '1 tablespoon peanut oil', '2 large green onions (thinly sliced)']","['Whisk together soy sauce, hoisin sauce, sesame oil, sugar, garlic, and red pepper flakes in a large bowl. Toss beef with marinade; cover the bowl and refrigerate for 1 hour to overnight.', 'Heat peanut oil in a wok or large, nonstick skillet over high heat. Cook and stir green onions in hot oil for 5 to 10 seconds. Remove beef from marinade and add to green onions in the wok; discard marinade. Cook and stir until beef is no longer pink and begins to brown, about 5 minutes.']",200 kcal,4 servings
Broccoli and Carrot Stir Fry,https://www.allrecipes.com/recipe/258159/broccoli-and-carrot-stir-fry/,26,Broccoli and carrots are stir-fried in peanut oil in this quick and easy Chinese stir-fry dish that is great by itself or served with meat.,"['5.5 cups broccoli florets', '1 carrot (thinly sliced)', '2 teaspoons water', '1 teaspoon cornstarch', '1 teaspoon chicken bouillon granules', 'some pinched of salt', '2 tablespoons peanut oil']","['Bring a large pot of lightly salted water to a boil. Add broccoli and cook uncovered until bright green, about 2 minutes. Transfer broccoli to a bowl of ice water using a slotted spoon and immerse for several minutes to stop the cooking process. Drain.', 'Bring water back to a boil in the same large pot; add sliced carrot and cook for 1 minute. Drain.', 'Mix water and cornstarch together in a bowl until smooth. Add chicken granules and salt and mix well.', 'Heat peanut oil in a wok or large skillet over high heat; saute broccoli and carrots for 2 minutes. Add cornstarch mixture; cook and stir until vegetables are coated evenly, 1 to 2 minutes.']",90 kcal,5 servings
Green Onion Cakes,https://www.allrecipes.com/recipe/203178/green-onion-cakes/,70,These savory green onion pancakes make a great accompaniment to grilled meat or chicken.,"['3 cups bread flour', '1.25 cups boiling water', '2 tablespoons vegetable oil', 'some pinched of salt and pepper', '1 bunch green onions (finely chopped)', '2 teaspoons vegetable oil (or as needed)']","['Use a fork to mix flour and boiling water in a large bowl. Knead dough into a ball. Cover bowl with plastic wrap; let dough rest for 30 to 60 minutes.', 'Evenly divide dough into 16 pieces. Roll each piece into a 1/4 inch thick circle. Brush each circle with oil, season with salt and pepper, and sprinkle with about 1 teaspoon of green onions. Roll up, cigar style; coil each pancake and pinch open ends together to form a disc. Roll each circle flat to about 1/4 inch thickness.', 'Heat 2 teaspoons oil in a large skillet. Fry cakes until golden brown, about 2 minutes on each side. Add more oil between batches, if necessary.']",49 kcal,8 servings
Eggplant with Garlic Sauce,https://www.allrecipes.com/recipe/201964/eggplant-with-garlic-sauce/,25,"This Chinese eggplant recipe is quickly cooked on the stove with soy and oyster sauce, sugar, garlic, and chili flakes for a sweet and spicy dish.","['3 tablespoons canola oil', '4 Chinese eggplants, halved lengthwise and cut into 1 inch half moons', '1 cup water', '3 tablespoons garlic powder', '1 tablespoon crushed red pepper flakes', '2 tablespoons light soy sauce', '2 tablespoons oyster sauce', '5 teaspoons white sugar', '1 teaspoon cornstarch']","['Heat oil in a large skillet over high heat. Cook and stir eggplant in hot oil until soft, about 4 minutes. Stir in water, garlic powder, and red pepper flakes. Cover and simmer until water is absorbed.', 'Meanwhile, mix together soy sauce, oyster sauce, sugar, and cornstarch in a small bowl until sugar and cornstarch are dissolved.', 'Stir sauce into eggplant until evenly coated. Continue cooking until sauce is thickened.']",187 kcal,6 servings
Chinese Barbeque Pork (Char Siu),https://www.allrecipes.com/recipe/258494/chinese-barbeque-pork-char-siu/,310,"With its impressive high-gloss appearance and savory taste, Chef John's Chinese barbeque pork is easy to make at home--even without a fancy ceramic grill.","['0.66666668653488 cup soy sauce', '0.5 cup honey', '0.5 cup Chinese rice wine (or sake or dry sherry)', '0.35 cup hoisin sauce', '0.35 cup ketchup', '0.35 cup brown sugar', '4 cloves garlic, crushed', '1 teaspoon Chinese five-spice powder', '0.5 teaspoon freshly ground black pepper', '0.25 teaspoon cayenne pepper', '0.125 teaspoon pink curing salt', '3 pound boneless pork butt (shoulder)', '1 teaspoon red food coloring, or as desired', '1 teaspoon kosher salt']","['Place soy sauce, honey, rice wine, hoisin sauce, ketchup, brown sugar, garlic, five-spice powder, black pepper, cayenne pepper, and curing salt in a saucepan. Bring to a boil on high heat; reduce heat to medium-high. Cook for 1 minute. Remove from heat. Cool to room temperature.', 'Cut pork roast in half lengthwise. Cut each half again lengthwise forming 4 long, thick pieces of pork.', 'Transfer cooled sauce to a large mixing bowl. Stir in red food coloring. Place pork sections into sauce and coat each piece. Cover with plastic wrap and refrigerate 4 to 12 hours.', 'Preheat grill for medium heat, 275 to 300 degrees F (135 to 150 degrees C) and lightly oil the grate. Line a baking sheet with parchment paper.', 'Remove sections of pork from marinade and let excess drip off. Place on prepared baking sheet. Sprinkle with kosher salt to taste.', 'Transfer pork sections to grate over indirect heat on the prepared grill. Cover and cook for about 45 minutes. Brush with marinade; turn. Continue cooking until an instant-read thermometer inserted into the center reads at least 145 degrees F (63 degrees C), about 1 hour and 15 minutes more. Do not use any more marinade on cooked meat until after you boil it.', 'Place leftover marinade in a saucepan; bring to a boil; let simmer for 1 minute. Remove from heat. Now you can use it to brush over the cooked pork.']",513 kcal,6 servings
Sweet and Sour Pork Tenderloin,https://www.allrecipes.com/recipe/222342/sweet-and-sour-pork-tenderloin/,55,Chef John's sweet and sour pork with pineapple and green onions is a lighter version of the Chinese take-out classic.,"['1 1/4 pound pork tenderloin, trimmed of silver skin', 'salt and ground black pepper', '0.35 cup ketchup', '0.35 cup seasoned rice vinegar', '8 ounce can pineapple chunks (drained) with juice reserved', '2 tablespoons brown sugar', '4 cloves garlic, minced', '2 teaspoons hot chili sauce (such as Sriracha®)', '1 teaspoon soy sauce', '1 pinch red pepper flakes', '1 tablespoon vegetable oil', '1 teaspoon butter', '0.25 cup chopped green onion (white part only)', '2 tablespoons chopped green onion tops']","['Cut tenderloin into 4 pieces. Arrange in a single layer between two sheets of plastic wrap and pound with a meat mallet until each is about 1-inch thick. Generously season with salt and black pepper.', 'Whisk ketchup, rice vinegar, reserved pineapple juice, brown sugar, garlic, hot chili sauce, soy sauce, and red pepper flakes in a bowl. Set aside.', 'Heat vegetable oil in a skillet over high heat. Place pork in pan; reduce heat to medium. Cook until browned on both sides and cooked through, 5 to 6 minutes per side. Transfer to a plate.', 'Return skillet to medium heat. Stir butter into hot pan. When butter melts and starts to brown, stir in pineapple chunks. Cook, stirring, until pineapple is golden brown, 3 to 4 minutes.', 'Stir in ketchup mixture and 1/4 cup green onion (white parts). Reduce heat to low and simmer until garlic and onion have softened, 5 minutes.', 'Return pork to skillet; cook, stirring, until pork is heated through. Garnish with 2 tablespoons green onion tops.']",297 kcal,4 servings
Hong Kong Style Egg Tarts,https://www.allrecipes.com/recipe/54600/hong-kong-style-egg-tarts/,45,"Very easy to make Chinese style Egg Tart, you can put the leftovers in the refrigerator for later use for up to 3 days. You can reduce the sugar used on the crust and the filling to fit your taste, this recipe is lightly sweetened. If you want to you, can add more sugar to the filling. Hope you enjoy it!","[""1 cup confectioners' sugar"", '3 cups all-purpose flour', '1 cup butter', '1 egg, beaten', '1 dash vanilla extract', '0.66666668653488 cup white sugar', '1.5 cups water', '9 eggs, beaten', '1 dash vanilla extract', '1 cup evaporated milk']","[""In a medium bowl, mix together the confectioners' sugar and flour. Mix in butter with a fork until it is in small crumbs. Stir in the egg and vanilla until the mixture forms a dough. The texture should be slightly moist. Add more butter if it is too dry, or more flour, if the dough seems greasy. Shape dough into 1.5 inch balls, and press the balls into tart molds so that it covers the bottom, and goes up higher than the sides. Use 2 fingers to shape the edge into an A shape."", 'Preheat the oven to 450 degrees F (230 degrees C). Combine the white sugar and water in a medium saucepan, and bring to a boil. Cook until the sugar is dissolved, remove from heat and cool to room temperature. Strain the eggs through a sieve, and whisk into the sugar mixture. Stir in the evaporated milk and vanilla. Strain the filling through a sieve, and fill the tart shells.', 'Bake for 15 to 20 minutes in the preheated oven, until golden brown, and the filling is puffed up a little bit.']",421 kcal,12 servings
Easy Fried Chinese Chicken Balls,https://www.allrecipes.com/recipe/262501/easy-fried-chinese-chicken-balls/,55,"These fried Chinese chicken balls are dipped in a cornstarch batter, then fried until golden for a crispy, succulent bite better than any restaurant.","['1 cup all-purpose flour', '2 teaspoons baking powder', '1 pinch salt', '1 teaspoon sesame oil', '0.5 cup water, or more if needed', 'some liters vegetable oil for frying', '5 tablespoons cornstarch', '1 pinch ground white pepper', '4 boneless skinless chicken breasts, cubed']","['Make batter: Combine flour, baking powder, and salt in a large bowl. Drizzle in sesame oil. Gradually add water, whisking constantly until smooth; batter should be the consistency of cream. Let sit for at least 30 minutes.', 'Fill a deep pan or wok with oil and slowly heat to 375 degrees F (190 degrees C).', 'Prepare chicken: Mix together cornstarch and white pepper in a large shallow dish. Dust chicken in cornstarch mixture, then dip into batter, evenly coating each piece.', 'Working in batches, fry coated chicken in hot oil until golden and no longer pink in the center, 4 to 5 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Use a slotted spoon to remove fried chicken to a clean kitchen towel to drain.']",338 kcal,4 servings
